Probe set,Descriptions,BCR-ABL-R4 Avg Diff,BCR-ABL-R4 Abs Call,MLL-R5 Avg Diff,MLL-R5 Abs Call,Normal-R4 Avg Diff,Normal-R4 Abs Call,T-ALL-R7 Avg Diff,T-ALL-R7 Abs Call,T-ALL-R8 Avg Diff,T-ALL-R8 Abs Call,Hyperdip>50-2M#3 Avg Diff,Hyperdip>50-2M#3 Abs Call,Hypodip-2M#3 Avg Diff,Hypodip-2M#3 Abs Call,Hypodip-2M#2 Avg Diff,Hypodip-2M#2 Abs Call
1524_at,"U46194 /FEATURE= /DEFINITION=HSU46194 Human renal cell carcinoma antigen RAGE-4 mRNA, complete putative cds",3211.0999999999999,A,5330.8000000000002,A,3180.5999999999999,P,2970.1999999999998,A,2553.4000000000001,A,3438,A,2853,A,1154.5,A
1525_s_at,"U47011 /FEATURE=mRNA#1 /DEFINITION=HSDNAFGF3 Human fibroblast growth factor 8 (FGF8) gene, exon 3 and complete cds",-157.69999999999999,A,-2144.5999999999999,A,258.30000000000001,A,-413.30000000000001,A,2260.3000000000002,A,-106.59999999999999,A,378.30000000000001,A,618.20000000000005,A
1526_i_at,"U47011 /FEATURE=mRNA#2 /DEFINITION=HSDNAFGF3 Human fibroblast growth factor 8 (FGF8) gene, exon 3 and complete cds",-1849.2,A,37865.099999999999,A,-2182.1999999999998,A,-2417.5999999999999,A,-305.69999999999999,A,-1258.5,A,-1980.0999999999999,A,-3205.3000000000002,A
1527_s_at,"U50527 /FEATURE= /DEFINITION=HSU50527 Human BRCA2 region, mRNA sequence CG018",2966.0999999999999,A,426.60000000000002,A,4755.5,P,2362.6999999999998,A,1103.5999999999999,A,1725.9000000000001,P,2792.0999999999999,P,1744.7,A
1528_at,"U50531 /FEATURE= /DEFINITION=HSU50531 Human BRCA2 region, mRNA sequence CG030",200.80000000000001,A,-2442.8000000000002,A,-499.60000000000002,A,-401.89999999999998,A,-728.89999999999998,A,503.80000000000001,A,130.5,A,-57.899999999999999,A
1529_at,"U50534 /FEATURE= /DEFINITION=HSU50534 Human BRCA2 region, mRNA sequence CG003",903.10000000000002,A,599.89999999999998,A,50.600000000000001,A,1747.5999999999999,A,296.10000000000002,A,655.89999999999998,A,1761.5999999999999,P,1348.0999999999999,P
1530_g_at,"U50534 /FEATURE= /DEFINITION=HSU50534 Human BRCA2 region, mRNA sequence CG003",-1331.3,A,2581.8000000000002,A,-121.59999999999999,A,-406.39999999999998,A,-834.5,A,389.89999999999998,A,393.80000000000001,A,591.10000000000002,A
1531_at,"U50535 /FEATURE= /DEFINITION=HSU50535 Human BRCA2 region, mRNA sequence CG006",1620.3,A,2820.4000000000001,A,1008.2,A,930.5,A,1921.2,A,1464.5,A,1260.5999999999999,A,1753,A
1532_g_at,"U50535 /FEATURE= /DEFINITION=HSU50535 Human BRCA2 region, mRNA sequence CG006",3542.4000000000001,P,3998.0999999999999,A,4952.5,P,4331.3000000000002,P,5457.5,P,2910.6999999999998,P,4720.8999999999996,P,5095,P
1533_at,"U63139 /FEATURE= /DEFINITION=HSU63139 Homo sapiens Rad50 (Rad50) mRNA, complete cds",744.29999999999995,A,296.89999999999998,A,1068.9000000000001,P,-253.80000000000001,A,2874.3000000000002,P,145.59999999999999,A,202.40000000000001,A,-975.70000000000005,A
1534_at,"U64198 /FEATURE= /DEFINITION=HSU64198 Human Il-12 receptor beta2 mRNA, complete cds",378.60000000000002,A,4586.6000000000004,A,276.39999999999998,A,145.90000000000001,A,-415.39999999999998,A,-176.80000000000001,A,7.9000000000000004,A,1353.8,A
1535_at,"U68723 /FEATURE= /DEFINITION=HSU68723 Human checkpoint suppressor 1 mRNA, complete cds",1152.5,A,3625.0999999999999,A,2153.9000000000001,P,461.5,A,-533.79999999999995,A,847.29999999999995,P,3327.3000000000002,P,1545.5,A
1536_at,"U77949 /FEATURE= /DEFINITION=HSU77949 Human Cdc6-related protein (HsCDC6) mRNA, complete cds",-788.5,A,-3672.3000000000002,A,467.10000000000002,A,424.39999999999998,A,606.29999999999995,A,1318.4000000000001,A,-9.5999999999999996,A,7.2000000000000002,A
1537_at,X00588 /FEATURE=cds /DEFINITION=HSEGFPRE Human mRNA for precursor of epidermal growth factor receptor,-173.09999999999999,A,983.5,A,-820.10000000000002,A,-1209.8,A,-652.70000000000005,A,-1071,A,-145.69999999999999,A,-218.69999999999999,A
1538_s_at,X00695 /FEATURE=cds /DEFINITION=HSIL05 Human interleukin-2 (IL-2) gene and 5  -flanking region,182.40000000000001,A,-702.60000000000002,A,-745.79999999999995,A,650.20000000000005,A,326.5,A,-716.39999999999998,A,-1316,A,-527,A
1539_at,X02751 /FEATURE=cds /DEFINITION=HSNRASR Human N-ras mRNA and flanking regions,1271,A,679.10000000000002,A,-136.59999999999999,A,264.30000000000001,A,968,A,1377,A,2220.9000000000001,P,2443,P
1540_f_at,X02956 /FEATURE=cds /DEFINITION=HSIFNA5 Human interferon alpha gene IFN-alpha 5,2046.3,A,1905.3,A,-852.70000000000005,A,-158.40000000000001,A,-2753.0999999999999,A,200.30000000000001,A,-870.10000000000002,A,-955.10000000000002,A
1541_f_at,X02958 /FEATURE=cds /DEFINITION=HSIFNA6 Human interferon alpha gene IFN-alpha 6,328,A,3066.5,A,634.29999999999995,A,74.200000000000003,A,894.60000000000002,A,191.09999999999999,A,268.89999999999998,A,1679.9000000000001,A
1542_at,X04571 /FEATURE=cds /DEFINITION=HSEGFRER Human mRNA for kidney epidermal growth factor (EGF) precursor,-858,A,6172.3999999999996,A,3639.6999999999998,A,6441.1999999999998,P,5204.6000000000004,A,1229.8,A,705.20000000000005,A,3299.5,A
1521_at,"X17620 /FEATURE=mRNA /DEFINITION=HSNM23 Human mRNA for Nm23 protein, involved in developmental regulation (homolog. to Drosophila Awd protein)",11990.200000000001,P,3674.8000000000002,A,5912.5,P,8105.6000000000004,P,13167.700000000001,P,4132.6000000000004,P,9160.7000000000007,P,13142.5,P
1500_at,"X51630 /FEATURE=mRNA /DEFINITION=HSWT1 Human Wilms tumor WT1 mRNA for zinc finger protein, Krueppel-like",177.09999999999999,A,-1005.3,A,289.39999999999998,A,-54.600000000000001,A,-367.5,A,531.60000000000002,A,452.30000000000001,A,359,A
1501_at,X57025 /FEATURE=mRNA /DEFINITION=HSIGFACI Human IGF-I mRNA for insulin-like growth factor I,-843.70000000000005,A,1933.9000000000001,A,469,A,1005.5,A,-1339.5999999999999,A,-27.5,A,24.199999999999999,A,1116.7,A
1503_at,X95152 /FEATURE=mRNA /DEFINITION=HSBRCA22 H.sapiens brca2 gene exon 2 (and joined coding region),1208.5999999999999,A,-155.90000000000001,A,874.70000000000005,A,418.30000000000001,A,1695.9000000000001,A,737.70000000000005,A,801.39999999999998,A,133.09999999999999,A
1504_s_at,Z70276 /FEATURE=cds /DEFINITION=HSFGF12CR H.sapiens mRNA for fibroblast growth factor 12 (partial),-3010,A,-6127.6999999999998,A,-2086.5999999999999,A,72.599999999999994,A,-1634.5,A,-506.60000000000002,A,-1460.9000000000001,A,-1571.3,A
1505_at,"D00596 /FEATURE=cds /DEFINITION=HUMTS1 Homo sapiens gene for thymidylate synthase, exons 1, 2, 3, 4, 5, 6, 7, complete cds",4199.8000000000002,P,11974.9,P,13740.700000000001,P,17255.599999999999,P,25815,P,25448.599999999999,P,14053.200000000001,P,22194.700000000001,P
1506_at,D11086 /FEATURE= /DEFINITION=HUMIL2RG Human mRNA for interleukin 2 receptor gamma chain,13816.200000000001,P,14118.6,P,11404.799999999999,P,36819.900000000001,P,25987.5,P,15250.799999999999,P,9498.5,P,18481.599999999999,P
1507_s_at,"D11151 /FEATURE=_expandCDS /DEFINITION=HUMETAR8 Human DNA for endothelin-A receptor, exon 8 and 3   flanking region",-1600.9000000000001,A,3112.0999999999999,P,-36.600000000000001,A,-1177.9000000000001,A,-156.19999999999999,A,-286.39999999999998,A,-982.20000000000005,A,-450.89999999999998,A
1508_at,"D25303 /FEATURE= /DEFINITION=HUMIAS Human mRNA for integrin alpha subunit, complete cds",-743.39999999999998,A,-3283.9000000000001,A,174,A,645.29999999999995,A,861.89999999999998,A,-120,A,-757.20000000000005,A,1015.5,A
1509_at,"D83646 /FEATURE= /DEFINITION=HUMMETALL Homo sapiens mRNA for metalloproteinase, complete cds",769.10000000000002,A,2125.1999999999998,A,-903,A,-274.5,A,-1975,A,355.89999999999998,A,1.6000000000000001,A,986.5,A
1510_g_at,"D83646 /FEATURE= /DEFINITION=HUMMETALL Homo sapiens mRNA for metalloproteinase, complete cds",1829.8,A,-1031.8,A,-1051.3,A,857.29999999999995,A,-2893.9000000000001,A,714,A,-1109.2,A,422.60000000000002,A
1511_at,"D84361 /FEATURE= /DEFINITION=D84361 Human mRNA for p52 and p64 isoforms of N-Shc, complete cds",882.5,A,-3691.0999999999999,A,402.30000000000001,A,1060.5,A,-770,A,1031.5999999999999,A,374.30000000000001,A,-273.5,A
1512_at,"D86550 /FEATURE= /DEFINITION=D86550 Human mRNA for serine/threonine protein kinase, complete cds",9052.5,P,900.60000000000002,A,9690.5,P,5624.3999999999996,P,8865.5,P,12468.299999999999,P,8657.2000000000007,P,8020.8999999999996,P
1513_at,"Antigen, Prostate Specific, Alt. Splice Form 3",600.10000000000002,A,-2311.8000000000002,A,114.5,A,-27.600000000000001,A,-1124.5,A,-352.19999999999999,A,-581.39999999999998,A,-269.60000000000002,A
1514_g_at,"Antigen, Prostate Specific, Alt. Splice Form 3",1683.9000000000001,A,2013.9000000000001,A,-673.79999999999995,A,-509.80000000000001,A,95.5,A,-403,A,-695.79999999999995,A,238,A
1515_at,Rad2,1869.8,A,1484,A,5511.8000000000002,P,5511.3000000000002,P,6903.8000000000002,P,7509.6000000000004,P,4114.1999999999998,P,7617.5,P
1516_g_at,Rad2,4341.3000000000002,P,1043.3,A,4748,P,6776.3999999999996,P,8283.3999999999996,P,9107.7000000000007,P,9754.5,P,8186.6999999999998,P
1517_at,"J02906 /FEATURE=mRNA /DEFINITION=HUMCYPIIF Human cytochrome P450IIF1 protein (CYP2F) mRNA, complete cds",4430.8000000000002,P,4981.1000000000004,A,2263.5999999999999,A,906.10000000000002,A,3565.8000000000002,A,2975.6999999999998,A,272.5,A,1514.4000000000001,A
1518_at,"J04101 /FEATURE= /DEFINITION=HUMETS1A Human erythroblastosis virus oncogene homolog 1 (ets-1) mRNA, complete cds",-3239.5,A,1243,A,-1802.8,A,389.5,A,1139.9000000000001,A,-996,A,-1372.5,A,-2511.3000000000002,A
1519_at,"J04102 /FEATURE= /DEFINITION=HUMETS2A Human erythroblastosis virus oncogene homolog 2 (ets-2) mRNA, complete cds",333.89999999999998,A,9344.7000000000007,A,24179.5,P,6452.5,P,1182.9000000000001,A,25706.099999999999,P,2755.0999999999999,P,10209.200000000001,P
1520_s_at,"J05008 /FEATURE=expanded_cds /DEFINITION=HUMEDN1B Homo sapiens endothelin-1 (EDN1) gene, complete cds",12449,P,-3698.0999999999999,A,1250,A,1369.7,A,-727.70000000000005,A,20657.400000000001,P,8934.7000000000007,P,4677.6999999999998,P
1497_at,"L04270 /FEATURE= /DEFINITION=HUMTNFRRP Homo sapiens (clone CD18) tumor necrosis factor receptor 2 related protein mRNA, complete cds",2434.8000000000002,A,2344,A,-229,A,-313.5,A,184.30000000000001,A,591.79999999999995,A,1357.0999999999999,A,2758.1999999999998,A
1498_at,L05148 /FEATURE= /DEFINITION=HUMTYRKIN Human protein tyrosine kinase related mRNA sequence,6843.8000000000002,P,6159.6000000000004,A,6748.3000000000002,P,25814.799999999999,P,21901.700000000001,P,7086.6999999999998,P,6769,P,4134.6000000000004,P
1499_at,"L10413 /FEATURE= /DEFINITION=HUMFTA Human farnesyltransferase alpha-subunit mRNA, complete cds",18542.299999999999,P,2767.4000000000001,A,13464,P,12702.299999999999,P,13679.299999999999,P,12447.700000000001,P,15497.299999999999,P,17045.599999999999,P
1478_at,"L10717 /FEATURE= /DEFINITION=HUMTKTCS Homo sapiens T cell-specific tyrosine kinase mRNA, complete cds",3410.1999999999998,P,214.59999999999999,A,-313.19999999999999,A,5617.3000000000002,P,3249.3000000000002,A,602.60000000000002,P,978.60000000000002,A,2589.5999999999999,P
1479_g_at,"L10717 /FEATURE= /DEFINITION=HUMTKTCS Homo sapiens T cell-specific tyrosine kinase mRNA, complete cds",1279,A,1616.4000000000001,A,752.89999999999998,P,4328.1000000000004,A,695.89999999999998,A,320.69999999999999,A,-207.80000000000001,A,2931.3000000000002,P
1480_at,"L12723 /FEATURE= /DEFINITION=HUMHSP70H Human heat shock protein 70 (hsp70) mRNA, complete cds",1814.3,A,6496.8999999999996,M,2726.0999999999999,P,4046.1999999999998,P,2429.8000000000002,A,2397.0999999999999,P,5209.6999999999998,P,6365.3000000000002,P
1481_at,"L23808 /FEATURE= /DEFINITION=HUMHME Human metalloproteinase (HME) mRNA, complete cds",8.0999999999999996,A,-3576.6999999999998,A,60.899999999999999,A,-184.80000000000001,A,1377.4000000000001,A,-166,A,11.699999999999999,A,654.79999999999995,A
1482_g_at,"L23808 /FEATURE= /DEFINITION=HUMHME Human metalloproteinase (HME) mRNA, complete cds",-94.700000000000003,A,206.19999999999999,A,-447.60000000000002,A,-479.89999999999998,A,-750.20000000000005,A,467.5,A,894.89999999999998,A,523,A
1483_at,"L34059 /FEATURE= /DEFINITION=HUMCA4A Homo sapiens cadherin-4 mRNA, complete cds",2586.6999999999998,A,3447.4000000000001,A,1947.8,A,3168.1999999999998,A,2856.8000000000002,P,1970.7,M,4635,P,927.60000000000002,A
1484_at,"L34060 /FEATURE= /DEFINITION=HUMCA8A Homo sapiens cadherin-8 mRNA, complete cds",2008.4000000000001,A,-459.19999999999999,A,927.5,A,1518.0999999999999,A,2504.3000000000002,A,297.19999999999999,A,971.89999999999998,A,1830.9000000000001,P
1485_at,"L36642 /FEATURE=mRNA /DEFINITION=HUMRPTK Homo sapiens receptor protein-tyrosine kinase (HEK11) mRNA, complete cds",1196.9000000000001,A,432.10000000000002,A,16.100000000000001,A,71,A,-1575.0999999999999,A,-137.19999999999999,A,308.39999999999998,A,-657.5,A
1486_at,"L37127 /FEATURE= /DEFINITION=HUMRPIA Homo sapiens RNA polymerase II mRNA, complete cds",-4728.3000000000002,A,-3865.1999999999998,A,4111.6000000000004,P,5857.8000000000002,P,1369.4000000000001,P,6603.1999999999998,A,6117.3999999999996,P,-1470.5,A
1487_at,"L38487 /FEATURE=mRNA /DEFINITION=HUMHERRA1 Human estrogen receptor-related protein (hERRa1) mRNA, 3   end, partial cds",1633.0999999999999,A,455.69999999999999,A,-213.80000000000001,A,3632.9000000000001,P,806.79999999999995,A,2447.0999999999999,P,1981,A,3464,P
1488_at,"L77886 /FEATURE= /DEFINITION=HUMPTPC Human protein tyrosine phosphatase mRNA, complete cds",-47.399999999999999,A,2067.1999999999998,A,1319.7,A,1437,A,4178.8999999999996,P,586.39999999999998,A,3407.5,P,4056.6999999999998,P
1489_s_at,"M19720 /FEATURE=mRNA#1 /DEFINITION=HUMMYC3L Human L-myc protein gene, complete cds",698.29999999999995,A,-5447.6000000000004,A,-1853.5,A,-1849.0999999999999,A,-3331.0999999999999,A,-1616.5999999999999,A,-1951.4000000000001,A,-2380.6999999999998,A
1490_at,"M19720 /FEATURE=mRNA#2 /DEFINITION=HUMMYC3L Human L-myc protein gene, complete cds",577.10000000000002,A,-4757.1999999999998,A,273.89999999999998,A,1353.2,A,318.60000000000002,A,-208.90000000000001,A,-590.10000000000002,A,-403.10000000000002,A
1491_at,"M31166 /FEATURE=mRNA /DEFINITION=HUMTSG14A Human tumor necrosis factor-inducible (TSG-14) mRNA, complete cds",-632,A,2729.5999999999999,A,-561.10000000000002,A,215.59999999999999,A,-37.799999999999997,A,280.89999999999998,A,433,A,-293.5,A
1492_f_at,"M33317 /FEATURE=mRNA /DEFINITION=HUMCYIIA4A Human cytochrome P450IIA4 (CYP2A4) mRNA, complete cds",2331.6999999999998,A,3301.1999999999998,A,-158.80000000000001,A,373,A,77.299999999999997,A,900.60000000000002,A,2505.5999999999999,P,2262.8000000000002,A
1493_r_at,"M33318 /FEATURE=mRNA /DEFINITION=HUMCPIIA3A Human cytochrome P450IIA3 (CYP2A3) mRNA, complete cds",21.199999999999999,A,1353.8,A,386.60000000000002,A,-283.69999999999999,A,-1151.5,A,472.10000000000002,A,14.6,A,171.09999999999999,A
1494_f_at,"M33318 /FEATURE=mRNA /DEFINITION=HUMCPIIA3A Human cytochrome P450IIA3 (CYP2A3) mRNA, complete cds",1553.5,A,203.69999999999999,A,2084.5999999999999,P,4637.8000000000002,P,501.19999999999999,A,2767.0999999999999,A,2528.8000000000002,A,1098.5,A
1495_at,"M34057 /FEATURE= /DEFINITION=HUMTGFB1B Human transforming growth factor-beta 1 binding protein mRNA, complete cds",1501.5,A,1838.2,A,2218.5999999999999,P,299.39999999999998,A,547.79999999999995,A,374,A,178.19999999999999,A,202.30000000000001,A
1496_at,M34668 /FEATURE= /DEFINITION=HUMPTPAAA Human protein tyrosine phosphatase (PTPase-alpha) mRNA,1068.2,A,1398.7,A,1904.7,P,3323.8000000000002,A,2225.5,P,2249.1999999999998,P,2322.0999999999999,P,2075.5,M
1477_s_at,"M61853 /FEATURE=mRNA /DEFINITION=HUM2C18 Human cytochrome P4502C18 (CYP2C18) mRNA, clone 6b",3068.4000000000001,A,4989.6000000000004,A,4273,A,1027.5999999999999,A,3299.5999999999999,A,2313.4000000000001,A,1787.4000000000001,A,3975.0999999999999,A
1455_f_at,"M61855 /FEATURE=mRNA /DEFINITION=HUMCYP2C9 Human cytochrome P4502C9 (CYP2C9) mRNA, clone 25",2367.4000000000001,A,2511.8000000000002,P,720.89999999999998,A,2992.1999999999998,A,-154,A,1312.2,A,1052.8,A,234.59999999999999,A
1456_s_at,"M63838 /FEATURE= /DEFINITION=HUMIFI16A Human interferon-gamma induced protein (IFI 16) gene, complete cds",8034.6000000000004,P,934.39999999999998,A,10667,P,9267.6000000000004,A,11531.700000000001,P,12382.200000000001,P,8917.7000000000007,P,15934.700000000001,P
1457_at,"M64174 /FEATURE= /DEFINITION=HUMPTKJAK1 Human protein-tyrosine kinase (JAK1) mRNA, complete cds",3276.0999999999999,A,257.69999999999999,A,5636.6000000000004,P,5927.8999999999996,P,3230,A,7540.6999999999998,P,10641.9,P,3933.8000000000002,P
1458_at,"M64572 /FEATURE= /DEFINITION=HUMCAP Human protein tyrosine phosphatase mRNA, complete cds",-1331.0999999999999,A,1995.3,A,-1709.4000000000001,A,2114.1999999999998,P,-1238.3,A,-2863.5999999999999,A,-3081,A,-1014.4,A
1459_at,"M68941 /FEATURE=mRNA /DEFINITION=HUMPTYPH Human protein-tyrosine phosphatase mRNA, complete cds",750.89999999999998,A,-2139.3000000000002,A,-402.19999999999999,A,2602.8000000000002,P,365.60000000000002,A,612.29999999999995,A,141.5,A,287.30000000000001,A
1460_g_at,"M68941 /FEATURE=mRNA /DEFINITION=HUMPTYPH Human protein-tyrosine phosphatase mRNA, complete cds",-374.19999999999999,A,3087.5999999999999,P,167.80000000000001,A,1802.7,A,1294.0999999999999,A,1444.9000000000001,P,723.29999999999995,M,2199.5,P
1461_at,"M69043 /FEATURE= /DEFINITION=HUMMAD3A Homo sapiens MAD-3 mRNA encoding IkB-like activity, complete cds",18586.099999999999,P,36536.800000000003,P,19700.299999999999,P,5738.6000000000004,P,3114.1999999999998,A,12760.799999999999,P,41366.099999999999,P,15080.9,P
1462_s_at,"M80397 /FEATURE= /DEFINITION=HUMDNAPOLC Human DNA polymerase delta catalytic subunit mRNA, complete cds",-3094.5999999999999,A,-7285.3999999999996,A,248.59999999999999,A,-141.90000000000001,A,-796.29999999999995,A,-996.79999999999995,A,-1671,A,-680.70000000000005,A
1463_at,"M93425 /FEATURE= /DEFINITION=HUMPTPPEST Human protein tyrosine phosphatase (PTP-PEST) mRNA, complete cds",2730.5,A,1998.2,A,1213.7,A,1248.9000000000001,A,-416.10000000000002,A,5672.1000000000004,P,1405.3,A,920.10000000000002,A
1464_at,"S73149 /FEATURE=mRNA /DEFINITION=S73149 insulin-like growth factor II {intron 7} [human, Genomic, 1702 nt]",1123.2,A,3948.8000000000002,A,2439.5999999999999,M,2325.6999999999998,P,1645.3,A,2345.9000000000001,M,403.19999999999999,A,3786.0999999999999,A
1465_s_at,"S75881 /FEATURE= /DEFINITION=S75881 A-myb=DNA-binding transactivator {3   region} [human, CCRF-CEM T-leukemia line, mRNA Partial, 831 nt]",943.10000000000002,A,-5932.8000000000002,A,769.39999999999998,M,-843.5,A,636,A,484.39999999999998,A,-445.30000000000001,A,259.89999999999998,A
1466_s_at,"S81661 /FEATURE= /DEFINITION=S81661 Keratinocyte growth factor [human, mRNA, 1200 nt]",1423.8,A,899.70000000000005,A,-56.399999999999999,A,-1077.5,A,-564.20000000000005,A,-533.10000000000002,A,-69,A,532.5,A
1467_at,"U12535 /FEATURE= /DEFINITION=HSU12535 Human epidermal growth factor receptor kinase substrate (Eps8) mRNA, complete cds",-195.90000000000001,A,2093.9000000000001,A,207.69999999999999,A,-118.7,A,278.10000000000002,A,-47,A,-448.19999999999999,A,294,A
1468_at,"U12595 /FEATURE= /DEFINITION=HSU12595 Human tumor necrosis factor type 1 receptor associated protein (TRAP1) mRNA, partial cds",5845.6000000000004,P,2462.5,A,3442.9000000000001,P,3128.0999999999999,P,3336.6999999999998,A,2400,P,4101.5,P,6263.3999999999996,P
1469_at,"U12779 /FEATURE= /DEFINITION=HSU12779 Human MAP kinase activated protein kinase 2 mRNA, complete cds",5269.8000000000002,P,2109.5,A,5478.1000000000004,P,3871.8000000000002,P,6523.1999999999998,A,4540.1000000000004,M,3644.4000000000001,A,4686.5,A
1470_at,"U21090 /FEATURE= /DEFINITION=HSU21090 Human DNA polymerase delta small subunit mRNA, complete cds",5331,A,2524,A,5332.3999999999996,P,5888,A,9928.8999999999996,M,2969.9000000000001,A,5040.8000000000002,A,5559.1999999999998,A
1471_at,"U22376 /FEATURE=cds#1 /DEFINITION=HSU22376 Human (c-myb) gene, complete primary cds, and five complete alternatively spliced cds",-2667.4000000000001,A,2880,A,12.6,A,491.30000000000001,A,-933.29999999999995,A,1671.5,P,1063.8,A,807.20000000000005,A
1472_g_at,"U22376 /FEATURE=cds#1 /DEFINITION=HSU22376 Human (c-myb) gene, complete primary cds, and five complete alternatively spliced cds",270,A,18546.400000000001,P,11071.5,P,6493.1999999999998,P,5050.5,M,15431.299999999999,P,18010.900000000001,P,9474.8999999999996,P
1473_s_at,"U22376 /FEATURE=cds#2 /DEFINITION=HSU22376 Human (c-myb) gene, complete primary cds, and five complete alternatively spliced cds",403.39999999999998,A,10243.4,P,9591.3999999999996,P,2039.5,P,5092.8000000000002,P,8074.1999999999998,P,10019.799999999999,P,6394.8999999999996,P
1474_s_at,"U22376 /FEATURE=cds#3 /DEFINITION=HSU22376 Human (c-myb) gene, complete primary cds, and five complete alternatively spliced cds",3012.3000000000002,P,19806.5,P,13632.200000000001,P,3980.9000000000001,P,6052.8000000000002,P,17729,P,24030.200000000001,P,9423.7000000000007,P
1475_s_at,"U22376 /FEATURE=cds#4 /DEFINITION=HSU22376 Human (c-myb) gene, complete primary cds, and five complete alternatively spliced cds",1887,A,18295.700000000001,P,13616.9,P,3813.4000000000001,P,5878.1000000000004,P,15871.200000000001,P,20414.5,P,7620.8999999999996,P
1476_s_at,"U22376 /FEATURE=cds#5 /DEFINITION=HSU22376 Human (c-myb) gene, complete primary cds, and five complete alternatively spliced cds",3393.1999999999998,A,22262.400000000001,P,22148.700000000001,P,6942,P,10758.1,P,24173.299999999999,P,33728.699999999997,P,18541.200000000001,P
1452_at,"U24576 /FEATURE= /DEFINITION=U24576 Homo sapiens breast tumor autoantigen (LMO4) mRNA, complete cds",2621.3000000000002,A,5678.1999999999998,P,1807,M,1916.0999999999999,A,4024.3000000000002,A,1552.9000000000001,P,1628.0999999999999,P,3165.0999999999999,M
1453_at,"U68018 /FEATURE= /DEFINITION=HSU68018 Human mad protein homolog (hMAD-2) mRNA, complete cds",2595.0999999999999,A,307,A,3189.8000000000002,P,6232.3999999999996,P,6910.1000000000004,P,5922.8000000000002,P,2708.4000000000001,P,7070.8000000000002,P
1454_at,"U68019 /FEATURE= /DEFINITION=HSU68019 Homo sapiens mad protein homolog (hMAD-3) mRNA, complete cds",-1762.3,A,9625.7000000000007,P,1772.0999999999999,A,838.29999999999995,A,3548.4000000000001,P,679,P,1857.2,A,569.60000000000002,A
1433_g_at,"U68019 /FEATURE= /DEFINITION=HSU68019 Homo sapiens mad protein homolog (hMAD-3) mRNA, complete cds",3260.1999999999998,P,16809.5,P,-183.59999999999999,A,1191.2,A,1399.5999999999999,A,3118.5,A,756.79999999999995,A,133.69999999999999,A
1434_at,"U92436 /FEATURE= /DEFINITION=HSU92436 Human mutated in multiple advanced cancers protein (MMAC1) mRNA, complete cds",2248.9000000000001,A,3603.9000000000001,A,1122.5999999999999,P,2974.9000000000001,P,7833.8000000000002,A,2233.0999999999999,P,2899.8000000000002,M,1472,M
1435_f_at,V00540 /FEATURE=mRNA /DEFINITION=HSIFR12 Messenger RNA for human leukocyte (alpha) interferon,281.19999999999999,A,3089.3000000000002,A,13.1,A,485.39999999999998,A,2067.9000000000001,A,-137.09999999999999,A,-374.5,A,1601,A
1436_at,X16866 /FEATURE= /DEFINITION=HSP450II Human mRNA for cytochrome P-450IID (clone pMP33),675.29999999999995,A,-332.5,A,889.29999999999995,A,-2428.1999999999998,A,2417.9000000000001,A,203.30000000000001,A,-524,A,-539.5,A
1437_at,X52479 /FEATURE=cds /DEFINITION=HSPKCA1 Human PKC alpha mRNA for protein kinase C alpha,1659,A,-888.79999999999995,A,118.90000000000001,A,981.89999999999998,A,-2738.4000000000001,A,506.80000000000001,A,-568.29999999999995,A,-848.70000000000005,A
1438_at,X75208 /FEATURE=cds /DEFINITION=HSPTKR H.sapiens HEK2 mRNA for protein tyrosine kinase receptor,-727,A,-1324.4000000000001,A,217.30000000000001,A,231.5,A,-2509.5999999999999,A,1397.3,A,-430.30000000000001,A,-93.200000000000003,A
1439_s_at,X75346 /FEATURE=cds /DEFINITION=HSMAPKAP H.sapiens mRNA for MAP kinase activated protein kinase,-1410.0999999999999,A,4426.1000000000004,P,2709.9000000000001,P,3646,P,1029.5,A,5690,P,1771.5,A,845.10000000000002,A
1440_s_at,"X83490 /FEATURE=exon /DEFINITION=HSFAS34 H.sapiens mRNA for Fas/Apo-1 (clone pCRTM11-Fasdelta(3,4))",688.20000000000005,A,3175.9000000000001,A,-300.10000000000002,A,1431.2,P,2.2000000000000002,A,142.40000000000001,A,1347.5999999999999,P,297.10000000000002,A
1441_s_at,"X83492 /FEATURE=exons#1-2 /DEFINITION=HSFAS47 H.sapiens mRNA for Fas/Apo-1 (clone pCRTM11-Fasdelta(4,7))",-801.20000000000005,A,-1965.2,A,-821,A,-909.29999999999995,A,-1569.5,A,123.40000000000001,A,-3.2000000000000002,A,-437.39999999999998,A
1442_at,X99101 /FEATURE=cds /DEFINITION=HSRNAERB H.sapiens mRNA for estrogen receptor,1398.3,A,2816.6999999999998,A,1103,A,2346.4000000000001,A,1187.4000000000001,A,2085.3000000000002,A,2288.6999999999998,A,2893.9000000000001,P
1443_at,Y08302 /FEATURE=cds /DEFINITION=HSMAPKP4 H.sapiens mRNA for MAP kinase phosphatase 4,-14.300000000000001,A,671.20000000000005,A,-436.39999999999998,A,-1468.3,A,-1923.4000000000001,A,-181.40000000000001,A,97.700000000000003,A,-429.30000000000001,A
1444_at,"AB003177 /FEATURE= /DEFINITION=AB003177 Homo sapiens mRNA for proteasome subunit p27, complete cds",2565.0999999999999,P,4337.6000000000004,A,2959.6999999999998,P,2506.6999999999998,A,2611.8000000000002,A,3828.9000000000001,P,4092.5,P,3780.5,A
